EffectRef,StudyRef,Latin,SpeciesRef,MeasureType_Category,SampleSize,R_value,Fishers_Z_r,Variance,No_of_years,Populationtype,GroupSize,StudyPopulation,Rank_Cont_Cat,RankDetermined,StudyRef,Latin,Reference
396,160,Cervus_elaphus,10,infant_production,96,0.131,0.1318,0.0108,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,160,Cervus_elaphus,https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/cz/65/3/10.1093_cz_zoy049/1/zoy049_supplementary_material.pdf?Expires=1585506753&Signature=qHYQdMsEVhvso7RkGbVgSmk6ym8iKyyKiDe3iB9QFWj2ecqFYJ~mROF6ENaVGwzyTd584bxzDX4Vmcqv0L7WGIphObct4yLBh3RE-NNukdzqb2S9l3iuN~v-geslNUKk1TnKEC1gpx6d5Z~SSTrJ~98z3M5rEzlw-XZ-fTJWBRQ5HdE8dGFISP3Tvypq2E26W67ONde43TzOtoI4QXSx9LCQOK-eRj0Ldt-wm3DXvXqzZeYOC5JtguMAmkBgiZAHQJSGwQF1k4JQMhFE9pld~9H~rnpGXMWm5P19pNVIxosGmnV4xkGhMK8fYNVul18Yp9eGSBi47bRmUrhn10~fAQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA
397,160,Cervus_elaphus,10,infant_production,94,0.056,0.0561,0.011,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,160,Cervus_elaphus,https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/cz/65/3/10.1093_cz_zoy049/1/zoy049_supplementary_material.pdf?Expires=1585506753&Signature=qHYQdMsEVhvso7RkGbVgSmk6ym8iKyyKiDe3iB9QFWj2ecqFYJ~mROF6ENaVGwzyTd584bxzDX4Vmcqv0L7WGIphObct4yLBh3RE-NNukdzqb2S9l3iuN~v-geslNUKk1TnKEC1gpx6d5Z~SSTrJ~98z3M5rEzlw-XZ-fTJWBRQ5HdE8dGFISP3Tvypq2E26W67ONde43TzOtoI4QXSx9LCQOK-eRj0Ldt-wm3DXvXqzZeYOC5JtguMAmkBgiZAHQJSGwQF1k4JQMhFE9pld~9H~rnpGXMWm5P19pNVIxosGmnV4xkGhMK8fYNVul18Yp9eGSBi47bRmUrhn10~fAQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA
398,160,Cervus_elaphus,10,infant_production,102,0.073,0.0731,0.0101,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,160,Cervus_elaphus,https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/cz/65/3/10.1093_cz_zoy049/1/zoy049_supplementary_material.pdf?Expires=1585506753&Signature=qHYQdMsEVhvso7RkGbVgSmk6ym8iKyyKiDe3iB9QFWj2ecqFYJ~mROF6ENaVGwzyTd584bxzDX4Vmcqv0L7WGIphObct4yLBh3RE-NNukdzqb2S9l3iuN~v-geslNUKk1TnKEC1gpx6d5Z~SSTrJ~98z3M5rEzlw-XZ-fTJWBRQ5HdE8dGFISP3Tvypq2E26W67ONde43TzOtoI4QXSx9LCQOK-eRj0Ldt-wm3DXvXqzZeYOC5JtguMAmkBgiZAHQJSGwQF1k4JQMhFE9pld~9H~rnpGXMWm5P19pNVIxosGmnV4xkGhMK8fYNVul18Yp9eGSBi47bRmUrhn10~fAQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA
399,160,Cervus_elaphus,10,infant_production,74,-0.002,-0.002,0.0141,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,160,Cervus_elaphus,https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/cz/65/3/10.1093_cz_zoy049/1/zoy049_supplementary_material.pdf?Expires=1585506753&Signature=qHYQdMsEVhvso7RkGbVgSmk6ym8iKyyKiDe3iB9QFWj2ecqFYJ~mROF6ENaVGwzyTd584bxzDX4Vmcqv0L7WGIphObct4yLBh3RE-NNukdzqb2S9l3iuN~v-geslNUKk1TnKEC1gpx6d5Z~SSTrJ~98z3M5rEzlw-XZ-fTJWBRQ5HdE8dGFISP3Tvypq2E26W67ONde43TzOtoI4QXSx9LCQOK-eRj0Ldt-wm3DXvXqzZeYOC5JtguMAmkBgiZAHQJSGwQF1k4JQMhFE9pld~9H~rnpGXMWm5P19pNVIxosGmnV4xkGhMK8fYNVul18Yp9eGSBi47bRmUrhn10~fAQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA
400,161,Bos_taurus,70,infant_production,309,-0.066,-0.0661,0.0033,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,161,Bos_taurus,https://doi.org/10.2527/jas.2017.1415
401,161,Bos_taurus,70,infant_production,186,-0.045,-0.045,0.0055,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,161,Bos_taurus,https://doi.org/10.2527/jas.2017.1415
402,161,Bos_taurus,70,infant_production,309,0.043,0.043,0.0033,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,161,Bos_taurus,https://doi.org/10.2527/jas.2017.1415
403,161,Bos_taurus,70,infant_production,160,0.036,0.036,0.0064,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,161,Bos_taurus,https://doi.org/10.2527/jas.2017.1415
404,161,Bos_taurus,70,survival,179,0.107,0.1074,0.0057,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,161,Bos_taurus,https://doi.org/10.2527/jas.2017.1415
405,162,Oryctolagus_cuniculus,5,infant_production,3,0.3333,0.3466,0.0566,1,Provisioned,3,IRO_Australia,Continuous,Agonism,162,Oryctolagus_cuniculus,https://www.publish.csiro.au/wr/CWR9590001
406,162,Oryctolagus_cuniculus,5,infant_survival,31,0.2458,0.2509,0.0357,1,Provisioned,3,IRO_Australia,Continuous,Agonism,162,Oryctolagus_cuniculus,https://www.publish.csiro.au/wr/CWR9590001
407,163,Heterocephalus_glaber,44,infant_production,183,0.8451,1.2386,0.238,1,Wild,61,CapeTown_SouthAfrica,Categorical,Other,163,Heterocephalus_glaber,https://science.sciencemag.org/content/sci/212/4494/571.full.pdf
408,164,Canis_rufus,84,infant_production,26,0.5007,0.5502,0.0541,8,Captive,3.25,Brookfield_USA,Categorical,Agonism,164,Canis_lupus,https://watermark.silverchair.com/7-2-305.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAnEwggJtBgkqhkiG9w0BBwagggJeMIICWgIBADCCAlMGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMpOv-_nuEIyFkRexQAgEQgIICJAf54am9vN-vkJoTH_USzdRvq4W9kIuL35qnC0U0mCh1fO8156m8eIhIlPkAYgft4EZlt38i0ce42IAt8IvGoTv3xNJqWbCfLl6GEMr_Gg6n5g7_n3_nIhqnryIKEU-dBNqH0qspbY4wfqSMPQ9bMrxH0TK9VIyZTOtVWC5n8_ihT2Bod1z5t8JYi4YGgC_BYntIjBf5vpPu1egVRfvazwv7HZNknAi_mr-u9Wb2xaKCQCJBwKOzctT787gjGyKzKvmdMxm6gwsbMgY4VmjycgewtZR98d1dg7gB8VzDAH9V3TIhzgCgTwf-ew8XgwyTM00LFNsjI5vqAdmCNvHKNzyM-uKAFQncu96RTgCXLQhcmKDjnf2KJ1tsEemd3xfQmiw3vcr14jI36EX9c8SqEQQqcXKUMyVjr2uoh9oyGFM7L6yrUCGgOiBEJyqtonxJaY8-KQVM1vhEJM6wsLfK6ls01_OLE8lzaVKZBSUv6bHydCc-imptzk1elpMfxYAsjLHQeTuWSU5s2-Z6IMVUQdasBJA577H2OYOXNb2JEzFGUVYXv1wgaPw60cgl9G1W3eFJ83zgJF0mrx3Q2P6CeuJQ6yTLZX4DNRK6aeRsd8gl5x7Fz0F8ETSzPD6NvXaqaiLh6r028uwq409T3ROZcOLsAalqH3DZB96FfyvYRyEGCK_86IbXX8UJWRP6H0J2krY66Gmth2mNgH1p8U14hZMFQEY7
409,165,Canis_rufus,84,infant_production,18,0.629,0.7397,0.0687,5,Captive,3.6,BayrischerWald_Germany,Categorical,Agonism,165,Canis_lupus,https://sci-hub.tw/10.1111/j.1439-0310.1976.tb00939.x
410,166,Lycaon_pictus,25,infant_production,8,0.3333,0.3466,0.1172,1,Wild,2,Serengeti_WD_Tanzania,Categorical,Agonism,166,Lycaon_pictus,https://link.springer.com/content/pdf/10.1007/BF00296390.pdf
411,166,Lycaon_pictus,25,infant_survival,7,0.427,0.4562,0.137,1,Wild,2,Serengeti_WD_Tanzania,Categorical,Agonism,166,Lycaon_pictus,https://link.springer.com/content/pdf/10.1007/BF00296390.pdf
412,167,Macaca_mulatta,20,infant_production,31,-0.0009,-0.0009,0.0135,14,Captive,3.5,Madingley_UK,Categorical,Agonism,167,Macaca_mulatta,https://journals.sagepub.com/doi/pdf/10.1258/002367779780937834
413,168,Macaca_fuscata,1,infant_production,81,0.2275,0.2315,0.0131,10,Provisioned,54,Ryozen_Japan,Categorical,Agonism,168,Macaca_fuscata,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf
414,168,Macaca_fuscata,1,infant_production,134,0.0292,0.0292,0.0081,10,Wild,86,Ryozen_Japan,Categorical,Agonism,168,Macaca_fuscata,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf
415,168,Macaca_fuscata,1,infant_survival,48,0.1484,0.1495,0.0219,10,Provisioned,54,Ryozen_Japan,Categorical,Agonism,168,Macaca_fuscata,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf
416,168,Macaca_fuscata,1,infant_survival,47,0.1034,0.1038,0.0216,10,Wild,86,Ryozen_Japan,Categorical,Agonism,168,Macaca_fuscata,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf
417,169,Macaca_mulatta,20,lifetime_reproductive_success,6,0.6697,0.8102,0.3333,4,Provisioned,55,CayoSantiago_PuertoRico,Categorical,Agonism,169,Macaca_mulatta,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ajpa.1330840208
418,170,Macaca_mulatta,20,age_at_first_conception,61,0.4331,0.4637,0.0224,20,Provisioned,55,CayoSantiago_PuertoRico,Categorical,Agonism,170,Macaca_mulatta,https://s3.amazonaws.com/academia.edu.documents/52955658/bf0016404220170503-10883-t1i8dt.pdf?response-content-disposition=inline%3B%20filename%3DLife_history_costs_and_consequences_of_r.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIWOWYYGZ2Y53UL3A%2F20200226%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200226T100345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=9b9ff397c4bd73605a50ad2d427b568d0711e9ca34238d7689dd693016243623
419,171,Theropithecus_gelada,3,infant_production,54,0.1769,0.1778,0.0196,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,171,Theropithecus_gelada,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf
420,171,Theropithecus_gelada,3,infant_survival,88,-0.0754,-0.0755,0.012,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,171,Theropithecus_gelada,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf
421,171,Theropithecus_gelada,3,infant_production,18,0.5556,0.6264,0.0402,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,171,Theropithecus_gelada,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf
422,171,Theropithecus_gelada,3,interbirth_interval,28,-0.0239,-0.0239,0.04,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,171,Theropithecus_gelada,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf
423,171,Theropithecus_gelada,3,interbirth_interval,7,0.3543,0.3704,0.25,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,171,Theropithecus_gelada,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf
424,172,Theropithecus_gelada,3,infant_production,5,0.7422,0.9554,0.5,1,Wild,5.4,SimienMountains_Ethiopia,Continuous,Agonism,172,Theropithecus_gelada,"https://books.google.de/books?id=WK__AwAAQBAJ&pg=PA248&dq=Dunbar,+R.I.M.+Reproductive+Decision&hl=de&sa=X&ved=0ahUKEwif1vX-uO_nAhWIsaQKHc3ECw8Q6AEINzAB#v=onepage&q=Dunbar%2C%20R.I.M.%20Reproductive%20Decision&f=false"
425,173,Callithrix_jacchus,6,infant_production,30,0.9873,2.5252,1.9494,3,Captive,3.75,Goettingen_Germany,Categorical,Agonism,173,Callithrix_jacchus,https://sci-hub.tw/10.1111/j.1439-0310.1975.tb00880.x
426,174,Callithrix_jacchus,6,infant_production,14,0.879,1.3172,0.1616,6,Wild,2,NisiaFloresta_Brazil,Categorical,Other,174,Callithrix_jacchus,https://www.karger.com/Article/PDF/82451
427,174,Callithrix_jacchus,6,infant_survival,14,0.9497,1.829,0.2858,6,Wild,2,NisiaFloresta_Brazil,Categorical,Other,174,Callithrix_jacchus,https://www.karger.com/Article/PDF/82451
428,175,Callithrix_jacchus,6,infant_production,30,0.9888,2.5884,1.8204,1,Captive,3,EdinburghMarmoset_UK,Categorical,Agonism,175,Callithrix_jacchus,https://rep.bioscientifica.com/downloadpdf/journals/rep/63/2/jrf_63_2_009.xml
429,176,Erythrocebus_patas,85,infant_production,8,0.396,0.4189,0.2,3,Captive,8,CaribeanPrimateCenter_PuertoRico,Continuous,Agonism,176,Erythrocebus_patas,https://reader.elsevier.com/reader/sd/pii/S0003347281800061?token=12CDDFC83B810551A9ACD4B3CA7ADDB52F0509146CF51975E5B261F14A40BEE83FEA0C1C9264B0D07A323C5BE0F235A8
430,177,Saimiri_sciureus,86,infant_production,15,0.4264,0.4555,0.0833,1,Captive,5,Stanford_USA,Continuous,Agonism,177,Saimiri_sciureus,https://reader.elsevier.com/reader/sd/pii/0018506X81900337?token=6EF5CF1020982ED99EC093DCD4A27B8A37C7FB9E9E945A00EC6D07F5417729DCCD5C02AF9382213E85A023ADB620BD7E
431,177,Saimiri_sciureus,86,infant_survival,11,0.4475,0.4815,0.125,1,Captive,5,Stanford_USA,Continuous,Agonism,177,Saimiri_sciureus,https://reader.elsevier.com/reader/sd/pii/0018506X81900337?token=6EF5CF1020982ED99EC093DCD4A27B8A37C7FB9E9E945A00EC6D07F5417729DCCD5C02AF9382213E85A023ADB620BD7E
432,177,Saimiri_sciureus,86,infant_survival,11,0,0,0.0526,1,Captive,5,Stanford_USA,Continuous,Agonism,177,Saimiri_sciureus,https://reader.elsevier.com/reader/sd/pii/0018506X81900337?token=6EF5CF1020982ED99EC093DCD4A27B8A37C7FB9E9E945A00EC6D07F5417729DCCD5C02AF9382213E85A023ADB620BD7E
433,178,Chlorocebus_aethiops,23,survival,23,0.3934,0.4158,0.05,1,Wild,7.67,Amboseli_Kenya,Continuous,Agonism,178,Chlorocebus_aethiops,https://reader.elsevier.com/reader/sd/pii/S0003347281800279?token=C9D8C662E771B9CFB9CC1A472A0FA9AE88B9CF08E97CD7F2EA36071C6159E2532CE708AB780AD829D34C2441F4B39C2F
434,179,Macaca_mulatta,20,age_at_first_conception,674,0.123,0.1236,0.0015,20,Captive,23,CayoSantiago_PuertoRico,Categorical,Agonism,179,Macaca_mulatta,https://link.springer.com/article/10.1007/s00265-009-0792-8
435,180,Pan_troglodytes,12,interbirth_interval,15,0.6234,0.7305,0.0808,9,Wild,8,Tai_IvoryCoast,Categorical,Agonism,180,Pan_troglodytes,https://reader.elsevier.com/reader/sd/pii/S0003347296905102?token=6FA80449E5EEAB82535D37EDC0DA800D681BF1B1C552445061206DC901EFD661D39FF57B944D4F92142133A05F62137B
436,180,Pan_troglodytes,12,interbirth_interval,18,0.3061,0.3163,0.0552,9,Wild,8,Tai_IvoryCoast,Categorical,Agonism,180,Pan_troglodytes,https://reader.elsevier.com/reader/sd/pii/S0003347296905102?token=6FA80449E5EEAB82535D37EDC0DA800D681BF1B1C552445061206DC901EFD661D39FF57B944D4F92142133A05F62137B
437,181,Lemur_catta,24,infant_production,76,0.1277,0.1284,0.0133,30,Captive,6,Duke_USA,Continuous,Agonism,181,Lemur_catta,https://link.springer.com/content/pdf/10.1007/s002650000206.pdf
438,182,Macaca_fascicularis,4,infant_survival,224,0.0885,0.0887,0.0045,31,Captive,8.5,Utrecht_Netherlands,Categorical,Agonism,182,Macaca_fascicularis,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.1350190303
439,183,Pan_troglodytes,12,interbirth_interval,34,0.5624,0.6363,0.0323,26,Wild,14,Gombe_Tanzania,Continuous,Agonism,183,Pan_troglodytes,https://www.sciencedirect.com/science/article/pii/S0047248417303172?via%3Dihub
440,183,Pan_troglodytes,12,infant_survival,117,0.1348,0.1356,0.0088,26,Wild,14,Gombe_Tanzania,Continuous,Agonism,183,Pan_troglodytes,https://www.sciencedirect.com/science/article/pii/S0047248417303172?via%3Dihub
441,184,Gorilla_beringei,22,infant_production,34,0.1032,0.1036,0.0323,42,Wild,9,Virunga_Ruanda,Continuous,Agonism,184,Gorilla_beringei,https://link.springer.com/article/10.1007/s00265-016-2066-6#Tab3
442,185,Macaca_sylvanus,11,infant_production,28,0.2388,0.2435,0.04,3,Provisioned,12.5,Gibraltar_UK,Continuous,Agonism,185,Macaca_sylvanus,https://sci-hub.tw/10.1002/ajp.20452
443,186,Lophocebus_albigena,87,age_at_first_conception,12,0.7124,0.892,0.1111,9,Wild,5.7,Kibale_Uganda,Categorical,Agonism,186,Lophocebus_albigena,https://hal-univ-rennes1.archives-ouvertes.fr/hal-01121734/document
444,187,Trachypithecus_phayrei,88,interbirth_interval,13,-0.186,-0.1882,0.1,2,Wild,7.5,PKWS_Thailand,Categorical,Agonism,187,Trachypithecus_phayrei,https://ir.stonybrook.edu/xmlui/bitstream/handle/11401/76933/Larney_grad.sunysb_0771E_11669.pdf?sequence=1
