,EffectRef,StudyRef,Latin,SpeciesRef,MeasureType_Category,SampleSize,R_value,Fishers_Z_r,Variance,No_of_years,Populationtype,GroupSize,StudyPopulation,Rank_Cont_Cat,RankDetermined,LitterSize,LittersPerYear,CooperativeBreeding,PluralBreeding,AssociatedBreeding,DominanceSystem,Philopatry,DietCategory,EnvironmentalHarshness,PopulationDensity,AverageRelatedness,CoalitionFormation,maleinfanticide,sexratio_socialgroup,SexualDimorphism_Weight,BreedingSystem,SpeciesIncluded,MaximumLifespan,Reference_DominanceSucccess,Reference_DominanceSucccess_doi,Reference_DominanceSystem,Reference_DominanceSystem_doi,Reference_Relatedness,Reference_Relatedness_doi
33,33,24,Sciurus_vulgaris,19,infant_production,56,0.2712,0.2782,0.0188,3,Wild,15.5,Herenthout_Belgium,Categorical,Agonism,3,2,0,0,1,Condition,FemalePhilopatry,Herbivore,NA,NA,NA,No,NA,NA,NA,3,Sciurus_vulgaris,NA,https://www.jstor.org/stable/pdf/4853.pdf?casa_token=XrCptukFnKAAAAAA:6QvfVd6Y43Bye7UPi-k-pnypiJJiYySJ4KHHNfdAr_080--2pm5jZD2YG6rmf2nzscFEtdO5HnglBAglmdVYZyF38L2FsOCRkDZAYzKAvwV_MA7djsI,10.2307/4853 ,https://www.jstor.org/stable/pdf/4853.pdf?casa_token=XrCptukFnKAAAAAA:6QvfVd6Y43Bye7UPi-k-pnypiJJiYySJ4KHHNfdAr_080--2pm5jZD2YG6rmf2nzscFEtdO5HnglBAglmdVYZyF38L2FsOCRkDZAYzKAvwV_MA7djsI,10.2307/4853 ,NA,NA
34,34,24,Sciurus_vulgaris,19,infant_production,75,0.4989,0.5479,0.0161,3,Wild,15.5,Herenthout_Belgium,Categorical,Agonism,3,2,0,0,1,Condition,FemalePhilopatry,Herbivore,NA,NA,NA,No,NA,NA,NA,3,Sciurus_vulgaris,NA,https://www.jstor.org/stable/pdf/4853.pdf?casa_token=XrCptukFnKAAAAAA:6QvfVd6Y43Bye7UPi-k-pnypiJJiYySJ4KHHNfdAr_080--2pm5jZD2YG6rmf2nzscFEtdO5HnglBAglmdVYZyF38L2FsOCRkDZAYzKAvwV_MA7djsI,10.2307/4853 ,https://www.jstor.org/stable/pdf/4853.pdf?casa_token=XrCptukFnKAAAAAA:6QvfVd6Y43Bye7UPi-k-pnypiJJiYySJ4KHHNfdAr_080--2pm5jZD2YG6rmf2nzscFEtdO5HnglBAglmdVYZyF38L2FsOCRkDZAYzKAvwV_MA7djsI,10.2307/4853 ,NA,NA
35,35,3,Theropithecus_gelada,3,infant_production,8,0.667,0.8053,0.2,1,Wild,8,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://www.nature.com/articles/266351a0.pdf,10.1038/266351a0,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
36,36,18,Papio_ursinus,16,infant_production,30,0.4764,0.5183,0.0266,10,Wild,22.5,Moremi_Botswana,Categorical,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,0.07,No,1,0.2,1.97,2,Papio_ursinus,NA,https://cpb-us-w2.wpmucdn.com/web.sas.upenn.edu/dist/0/236/files/2017/04/cheney_et_al_2006-xlf3a5.pdf,NA,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,https://www.sas.upenn.edu/~seyfarth/Publications/Silk%20et%20al.%201999.pdf,10.1163/156853999501522
37,37,20,Papio_ursinus,16,infant_production,18,0.483597884,0.5277,0.0667,8,Wild,15,Moremi_Botswana,Categorical,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,0.07,No,1,0.2,1.97,2,Papio_ursinus,NA,https://link.springer.com/content/pdf/10.1007/BF02735781.pdf,10.1007/BF02735781,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,https://www.sas.upenn.edu/~seyfarth/Publications/Silk%20et%20al.%201999.pdf,10.1163/156853999501522
38,38,20,Papio_ursinus,16,infant_production,18,0.064863121,0.065,0.0667,8,Wild,15,Moremi_Botswana,Categorical,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,0.07,No,1,0.2,1.97,2,Papio_ursinus,NA,https://link.springer.com/content/pdf/10.1007/BF02735781.pdf,10.1007/BF02735781,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,https://www.sas.upenn.edu/~seyfarth/Publications/Silk%20et%20al.%201999.pdf,10.1163/156853999501522
39,39,11,Cervus_elaphus,10,infant_survival,105,0.322571102,0.3345,0.0098,11,Wild,5.32,Rhum_Scotland,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.06,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://www.nature.com/articles/308358a0.pdf,10.1038/308358a0,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2005.02692.x,10.1111/j.1365-294X.2005.02692.x
40,40,8,Crocuta_crocuta,8,infant_survival,21,0.634,0.7481,0.0556,7,Wild,22,MasaiMara_Kenya,Continuous,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://rep.bioscientifica.com/view/journals/rep/108/2/jrf_108_2_010.xml,10.1530/jrf.0.1080229,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
41,41,28,Gorilla_beringei,22,infant_survival,103,0.0429,0.043,0.0097,37,Wild,7.2,Virunga_Ruanda,Continuous,Agonism,1,0.3,0,1,0,Age,FemaleDispersal,Omnivore,-0.6652851,NA,0.13,Yes,1,NA,1.95,2,Gorilla_beringei,NA,https://link.springer.com/article/10.1007/s00265-006-0321-y#Tab3,10.1007/s00265-006-0321-y,https://www.eva.mpg.de/fileadmin/content_files/primatology/gorilla/pdf/2005/Robbinsetal2005.pdf,10.1163/1568539054729123,https://sci-hub.st/10.1002/ajp.1350320103,10.1002/ajp.1350320103
42,42,30,Lemur_catta,21,infant_survival,57,-0.04,-0.04,0.0185,13,Wild,5.3,Berenty_Madagascar,Continuous,Agonism,1.1,0.9,0,1,0,Nepotism,FemalePhilopatry,Frugivore,-0.050671,215,0.07,No,1,0.479674797,1,2,Lemur_catta,2.625106575,https://link.springer.com/article/10.1007/s10329-007-0076-8,10.1007/s10329-007-0076-8,https://d1wqtxts1xzle7.cloudfront.net/50421113/bf0269229120161119-30240-ybcrly.pdf?1479581134=&response-content-disposition=inline%3B+filename%3DA_preliminary_study_of_kinship_and_socia.pdf&Expires=1600682351&Signature=Ro5bxSIRb2iY16xO6wPMptrixUyW6yDjNnVX2XWyTRTWWamjBYDcPaUeLEtBZVCkxaUrZSIwJkFxbCkIzb7IU3ko0CRpzpZznSDBRCtd-QwwnfCfhJ3eTc1sBkOHhfMmapV3a7c0a8OmEtCoN2B1pWF7GY~iWiyMrHbTtDlAYgeVSKcO1Fj4DYk6YzfQXa1PHg6A1McDYSou0Mfgfp5pOTJJelxKO6vJjhH25wqoeVvxPBU~uGWsowUVrcR-Cc3rqIfluDGDEzqhX15yRXOIZmXw41T6i3DnB7vUEmkKRPZONhW3dEH5p7chcDviZvEi9TJvS9AQWExZQYPRLJEyjw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,10.1007/BF02692291,https://www.karger.com/Article/FullText/369386,10.1159/000369386
43,43,4,Macaca_fascicularis,4,infant_survival,161,0.036514451,0.0365,0.0063,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
44,44,4,Macaca_fascicularis,4,infant_survival,161,0.353662124,0.3697,0.0063,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
45,45,4,Macaca_fascicularis,4,infant_survival,161,0.36206942,0.3793,0.0063,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
46,46,4,Macaca_fascicularis,4,infant_survival,108,0.005841751,0.0058,0.0095,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
47,47,4,Macaca_fascicularis,4,infant_survival,108,0.24540574,0.2505,0.0095,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
48,48,4,Macaca_fascicularis,4,infant_survival,109,0.156022181,0.1573,0.0094,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
49,49,4,Macaca_fascicularis,4,infant_survival,109,0.145724576,0.1467,0.0094,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
50,50,4,Macaca_fascicularis,4,infant_survival,109,0.047430441,0.0475,0.0094,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
51,51,4,Macaca_fascicularis,4,infant_survival,109,0.042599882,0.0426,0.0094,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
52,52,4,Macaca_fascicularis,4,infant_survival,76,0.090617621,0.0909,0.0137,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
53,53,4,Macaca_fascicularis,4,infant_survival,76,0.004666205,0.0047,0.0137,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
54,54,4,Macaca_fascicularis,4,infant_survival,76,0.263340692,0.2697,0.0137,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
55,55,4,Macaca_fascicularis,4,infant_survival,76,0.252821135,0.2584,0.0137,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
56,56,4,Macaca_fascicularis,4,infant_survival,169,0.283872066,0.2919,0.006,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
57,57,4,Macaca_fascicularis,4,infant_survival,169,0.250591656,0.2561,0.006,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
58,58,4,Macaca_fascicularis,4,infant_survival,169,0.109389936,0.1098,0.006,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
59,59,4,Macaca_fascicularis,4,infant_survival,169,0.125329359,0.126,0.006,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
60,60,4,Macaca_fascicularis,4,infant_survival,120,0.071775233,0.0719,0.0085,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
61,61,4,Macaca_fascicularis,4,infant_survival,120,0.075435577,0.0755,0.0085,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
62,62,4,Macaca_fascicularis,4,infant_survival,120,0.301698015,0.3114,0.0085,12,Wild,7.3,Ketambe_Indonesia,Categorical,Agonism,1,0.9,0,1,0,Nepotism,FemalePhilopatry,Carnivore,NA,50,0.14,Yes,1,0.302631579,1.493317268,2,Macaca_fascicularis,2.659440782,https://link.springer.com/content/pdf/10.1007%2FBF02557705.pdf,10.1007/BF02557705,https://www.sciencedirect.com/science/article/abs/pii/S0003347287802841,10.1016/S0003-3472(87)80284-1,"Ruiter, J. D., & Geffen, E. (1998). Relatedness of matrilines, dispersing males and social groups in long–tailed macaques (Macaca fascicularis). Proceedings of the Royal Society of London B: Biological Sciences, 265(1391), 79-87.",10.1098/rspb.1998.0267
